effect,priority,shield_time,effect_point_type,icon_pro,object,para1,damage,skill_effect_type,rate,skill_anim,effect_num_des,scale,name,attached_skill,des,icon,id,health_enable,effect_des,level,group,trigger,shield,cost,effect_num,type2,power,cure,anger,status,effect_path,type,type_des,object_num
"30092;30064|30092;30064|30092;30064|30092;30064|30092;30064|30092;30064|30092;30064|30092;30064|30092;30064|30092;30064","","","1","UIPVEHeroAppear_img_skill_1001",0,"","","2","","","30092|30064","0","163203","","163062","skill_icon_002",9100198,"","2%;5%|4%;7%|6%;10%|8%;15%|10%;20%|12%;5%|14%;7%|16%;10%|18%;15%|20%;20%","10","","","","2|3|4|5","2;2|4;4|6;6|8;8|10;10|12;12|14;14|16;16|18;18|20;20","","0|0|0|0|0","","","","",1,"163087","1"
"35004|35004|35004|35004|35004|35004|35004|35004|35004|35004","","","1","UIPVEHeroAppear_img_skill_1003",0,"","","2","","VFX_pve_skill_timeline","35004","0","160018","","163202","skill_icon_019",9100199,"","0.5%|1%|1.5%|2%|2.5%|3%|3.5%|4%|4.5%|5%","10","","","","2|3|4|5","0.5|1|1.5|2|2.5|3|3.5|4|4.5|5","","0|0|0|0|0","","","","",2,"163087","1"
"30062|30062|30062|30062|30062|30062|30062|30062|30062|30062","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","30062","0","130192","","163249","skill_icon_037",9100200,"","1.5%|3%|4.5%|6%|7.5%|9%|10.5%|12%|13.5%|15%","10","","","","2|3|4|5","1.5|3|4.5|6|7.5|9|10.5|12|13.5|15","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","35103","0","160058","","163044","skill_icon_1003",9100201,"","5%|5%|5%|5%|5%|5%|5%|5%|5%|5%","1","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",9100202,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1002",1,"","180|210|240|270|300|330|360|390|420|450","2","","","35070","0","160008","","163005","skill_icon_1002",9100203,"","180%|210%|240%|270%|300%|330%|360%|390%|420%|450%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"30063;40010|30063;40010|30063;40010|30063;40010|30063;40010|30063;40010|30063;40010|30063;40010|30063;40010|30063;40010","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30063|40010","0","163253","","163251","skill_icon_036",9100204,"","5%;10%|10%;20%|15%;30%|20%;40%|25%;50%|30%;10%|35%;20%|40%;30%|45%;40%|50%;50%","10","","","","2|3|4|5","5;5|10;10|15;15|20;20|25;25|30;30|35;35|40;40|45;45|50;50","","0|0|0|0|0","","","","",2,"163087","1"
"40105|40105|40105|40105|40105|40105|40105|40105|40105|40105","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40105","0","163227","","163223","skill_icon_028",9100205,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","1|2|3|4|5|6|7|8|9|10","","0|0|0|0|0","","","","",1,"163087","1"
"35094|35094|35094|35094|35094|35094|35094|35094|35094|35094","","","1","UIPVEHeroAppear_img_skill_1004",0,"160008","","2","","VFX_pve_skill_timeline","35094","0","160152","","163264","skill_icon_1004",9100206,"","15%|30%|45%|60%|75%|90%|105%|120%|135%|150%","10","","","","2|3|4|5","15|30|45|60|75|90|105|120|135|150","","0|0|0|0|0","","","","",13,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35075","0","160022","","163050","skill_icon_1004",9100207,"","50%|50%|50%|50%|50%|50%|50%|50%|50%|50%","1","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"35004|35004|35004|35004|35004|35004|35004|35004|35004|35004","","","1","UIPVEHeroAppear_img_skill_1001",0,"","","2","","VFX_pve_skill_timeline","35004","0","160166","","163202","skill_icon_019",9100208,"","2.5%|3%|3.5%|4%|4.5%|5%|5.5%|6%|6.5%|7%","10","","","","2|3|4|5","1|2|3|4|5|6|7|8|9|10","","0|0|0|0|0","","","","",2,"163087","1"
"30044|30044|30044|30044|30044|30044|30044|30044|30044|30044","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","30044","0","160072","","163328","skill_icon_1003",9100209,"","10|15|20|25|30|10|15|20|25|30","10","","","","2|3|4|5","3|6|9|12|15|18|21|24|27|30","","0|0|0|0|0","","","","",1,"163087","1"
"40104|40104|40104|40104|40104|40104|40104|40104|40104|40104","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","40104","0","163226","","163219","skill_icon_027",9100210,"","0.5%|1%|1.5%|2%|2.5%|3%|3.5%|4%|4.5%|5%","10","","","","2|3|4|5","0.5|1|1.5|2|2.5|3|3.5|4|4.5|5","","0|0|0|0|0","","","","",1,"163087","1"
"40010|40010|40010|40010|40010|40010|40010|40010|40010|40010","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40010","0","160072","","163076","skill_icon_1003",9100211,"","10%|20%|30%|40%|50%|60%|70%|80%|90%|100%","10","","","","2|3|4|5","10|20|30|40|50|60|70|80|90|100","","0|0|0|0|0","","","","",2,"163087","1"
"40010|40010|40010|40010|40010|40010|40010|40010|40010|40010","","","1","UIPVEHeroAppear_img_skill_1001",0,"","","2","","","40010","0","160072","","163076","skill_icon_1001",9100212,"","5%|10%|15%|20%|25%|5%|10%|15%|20%|25%","10","","","","2|3|4|5","3|6|9|12|15|18|21|24|27|30","","0|0|0|0|0","","","","",2,"163087","1"
"30092;30064|30092;30064|30092;30064|30092;30064|30092;30064|30092;30064|30092;30064|30092;30064|30092;30064|30092;30064","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","30092|30064","0","160052","","163062","skill_icon_002",9100213,"","2%;5%|4%;7%|6%;10%|8%;15%|10%;20%|12%;5%|14%;7%|16%;10%|18%;15%|20%;20%","10","","","","2|3|4|5","2;2|4;4|6;6|8;8|10;10|12;12|14;14|16;16|18;18|20;20","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35000|35004","0","160048","","163000","skill_icon_029",9100214,"","2;5|4;10|6;15|8;20|10;25|12;5|14;10|16;15|18;20|20;25","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35116","0","160076","","163048","skill_icon_1004",9100215,"","10%|10%|10%|10%|10%|10%|10%|10%|10%|10%","1","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",9100216,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"35069|35069|35069|35069|35069|35069|35069","","","","",0,"","","","","","35069","0","160150","","160151","skill_icon_1003",105401,"","3%|4%|5%|6%|7%|8%|10%","5","","","","","3|4|5|6|7|8|10","","100|200|300|400|500|600|700","","","","",2,"150164","1"
"35069|35069|35069|35069|35069|35069|35069","","","","",0,"","","","","","35069","0","160150","","160151","skill_icon_1003",105402,"","5%|7%|8%|10%|11%|13%|15%","5","","","","","5|7|8|10|11|13|15","","100|200|300|400|500|600|700","","","","",2,"150164","1"
"35069|35069|35069|35069|35069|35069|35069","","","","",0,"","","","","","35069","0","160150","","160151","skill_icon_1003",105403,"","7%|9%|11%|13%|15%|17%|20%","5","","","","","7|9|11|13|15|17|20","","100|200|300|400|500|600|700","","","","",2,"150164","1"
"","","","1","UIPVEHeroAppear_img_skill_1002",0,"160024","","2","","VFX_pve_skill_timeline","35064","0","160212","","163261","skill_icon_1002",9100067,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","","","0|0|0|0|0","","","600049","",11,"150165","1"
"40010|40010|40010|40010|40010|40010|40010|40010|40010|40010","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","VFX_pve_skill_timeline","40010","0","160072","","163076","skill_icon_1004",9100221,"","5%|10%|15%|20%|25%|5%|10%|15%|20%|25%","10","","","","2|3|4|5","20|40|60|80|100|20|40|60|80|100","","0|0|0|0|0","","","","",11,"150165","1"
"40010|40010|40010|40010|40010|40010|40010|40010|40010|40010","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","40010","0","160072","","163076","skill_icon_1001",9100222,"","5%|10%|15%|20%|25%|5%|10%|15%|20%|25%","10","","","","2|3|4|5","20|40|60|80|100|20|40|60|80|100","","0|0|0|0|0","","","","",1,"163087","1"
"40010|40010|40010|40010|40010|40010|40010|40010|40010|40010","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","40010","0","160072","","163076","skill_icon_1002",9100223,"","5%|10%|15%|20%|25%|5%|10%|15%|20%|25%","10","","","","2|3|4|5","20|40|60|80|100|20|40|60|80|100","","0|0|0|0|0","","","","",2,"163087","1"
"40010|40010|40010|40010|40010|40010|40010|40010|40010|40010","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40010","0","160072","","163076","skill_icon_1003",9100224,"","5%|10%|15%|20%|25%|5%|10%|15%|20%|25%","10","","","","2|3|4|5","20|40|60|80|100|20|40|60|80|100","","0|0|0|0|0","","","","",2,"163087","1"
"40010|40010|40010|40010|40010|40010|40010|40010|40010|40010","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","40010","0","160072","","163076","skill_icon_1004",9100225,"","5%|10%|15%|20%|25%|5%|10%|15%|20%|25%","1","","","","2|3|4|5","20|40|60|80|100|20|40|60|80|100","","0|0|0|0|0","","","","",2,"163087","1"
"40102;40103|40102;40103|40102;40103|40102;40103|40102;40103|40102;40103|40102;40103|40102;40103|40102;40103|40102;40103","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40102|40103","0","160110","","163241","skill_icon_1003",9100061,"","1.5%;3%|3%;6%|4.5%;9%|6%;12%|7.5%;15%|9%;3%|10.5%;6%|12%;9%|13.5%;12%|15%;15%","10","","","","2|3|4|5","1.5;1.5|3;3|4.5;4.5|6;6|7.5;7.5|9;9|10.5;10.5|12;12|13.5;13.5|15;15","","0|0|0|0|0","","","","",2,"163087","1"
"30171|30171|30171|30171|30171|30171|30171|30171|30171|30171","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30171","0","164017","","164003","skill_icon_010",9100060,"","5|10|15|20|25|30|35|40|45|50","10","","","","2|3|4|5","5|10|15|20|25|30|35|40|45|50","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",9100059,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",14,"","1"
"","","","","UIPVEHeroAppear_img_skill_1002",1,"","300|350|400|450|500|550|600|650|700|750","","","","35070","0","160110","","163005","skill_icon_1002",9100058,"","300%|350%|400%|450%|500%|550%|600%|650%|700%|750%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",9100057,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1002",1,"","300|350|400|450|500|550|600|650|700|750","2","","","35070|35000","0","163313","","163323","skill_icon_1002",9100231,"","300%;0.015|350%;0.03|400%;0.045|450%;0.06|500%;0.075|550%;0.09|600%;0.105|650%;0.12|700%;0.135|750%;0.15","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"30169|30169|30169|30169|30169|30169|30169|30169|30169|30169","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30169","0","164016","","164022","skill_icon_017",9100232,"","5|10|15|20|25|30|35|40|45|50","10","","","","2|3|4|5","10|20|30|50|90|10|20|30|50|90","","0|0|0|0|0","","","","",1,"163087","1"
"40106|40106|40106|40106|40106|40106|40106|40106|40106|40106","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40106","0","163228","","163234","skill_icon_027",9100233,"","3%|6%|9%|12%|15%|18%|21%|24%|27%|30%","10","","","","2|3|4|5","10|15|20|25|30|10|15|20|25|30","","0|0|0|0|0","","","","",2,"163087","1"
"35100|35100|35100|35100|35100|35100|35100|35100|35100|35100","","","1","UIPVEHeroAppear_img_skill_1002",0,"","","2","","","35100","0","163317","","163324","skill_icon_1002",9100234,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","2|4|6|8|10|2|4|6|8|10","","0|0|0|0|0","","","","",2,"163087","1"
"35000|35000|35000|35000|35000|35000|35000|35000|35000|35000","","","1","UIPVEHeroAppear_img_skill_1002",0,"","","2","","","35000","0","163320","","163201","skill_icon_023",9100235,"","5%|5%|5%|5%|5%|5%|5%|5%|5%|5%","10","","","","2|3|4|5","5|5|5|5|5|5|5|5|5|5","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","","0","","","","skill_icon_1003",9100051,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","40092","0","160092","","163065","skill_icon_1002",9100050,"","50%|50%|50%|50%|50%|50%|50%|50%|50%|50%","1","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"163087","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"160162","180|210|240|270|300|330|360|390|420|450","2","","","35070","0","160084","","163268","skill_icon_1004",9100086,"","20%|40%|60%|80%|100%|120%|140%|160%|180%|200%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"40100|40100|40100|40100|40100|40100|40100|40100|40100|40100","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40100","0","163226","","163218","skill_icon_027",9100049,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","1|2|3|4|5|6|7|8|9|10","","0|0|0|0|0","","","","",1,"163087","1"
"35133|35133|35133|35133|35133|35133|35133|35133|35133|35133","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35133","0","160072","","163079","skill_icon_1001",9100048,"","3%|6%|9%|12%|15%|18%|21%|24%|27%|30%","10","","","","2|3|4|5","3|6|9|12|15|18|21|24|27|30","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1002",1,"","300|350|400|450|500|550|600|650|700|750","","","","35070","0","163312","","163005","skill_icon_1002",9100241,"","300%|350%|400%|450%|500%|550%|600%|650%|700%|750%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"30168|30168|30168|30168|30168|30168|30168|30168|30168|30168","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30168","0","164015","","164021","skill_icon_016",9100242,"","5|10|15|20|25|30|35|40|45|50","10","","","","2|3|4|5","10|20|30|50|90|10|20|30|50|90","","0|0|0|0|0","","","","",1,"163087","1"
"40107|40107|40107|40107|40107|40107|40107|40107|40107|40107","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40107","0","163229","","163238","skill_icon_028",9100243,"","3%|6%|9%|12%|15%|18%|21%|24%|27%|30%","10","","","","2|3|4|5","10|15|20|25|30|10|15|20|25|30","","0|0|0|0|0","","","","",2,"163087","1"
"35004|35004|35004|35004|35004|35004|35004|35004|35004|35004","","","1","UIPVEHeroAppear_img_skill_1002",0,"","","2","","","35004","0","163316","","163202","skill_icon_019",9100244,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","2|4|6|8|10|2|4|6|8|10","","0|0|0|0|0","","","","",2,"163087","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"163312","","2","","VFX_pve_skill_timeline","35004","0","163319","","163260","skill_icon_019",9100245,"","1.5%|3%|4.5%|6%|7.5%|9%|10.5%|12%|13.5%|15%","10","","","","2|3|4|5","","11","0|0|0|0|0","","","600059","",11,"163088","1"
"","","","","UIPVEHeroAppear_img_skill_1002",0,"","","","","","","0","","","","skill_icon_1002",9100042,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",14,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1002",1,"","180|210|240|270|300|330|360|390|420|450","2","","","35070","0","160074","","163005","skill_icon_1002",9100041,"","180%|210%|240%|270%|300%|330%|360%|390%|420%|450%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",9100040,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"31007;73|31007;73|31007;73|31007;73|31007;73|31007;73|31007;73|31007;73|31007;73|31007;73","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","31007|73","0","160076","","163067","skill_icon_033",9100039,"","3%;100|6%;150|9%;200|12%;250|15%;300|18%;100|21%;150|24%;200|27%;250|30%;300","1","","","","2|3|4|5","3;30|6;60|9;90|12;120|15;150|18;180|21;210|24;240|27;270|30;300","","0|0|0|0|0","","","","",1,"163087","1"
"30109|30109|30109|30109|30109|30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","30109","0","164007","","164005","skill_icon_007",9100038,"","5%|10%|15%|20%|25%|30%|35%|40%|45%|50%","10","","","","2|3|4|5","5|10|15|20|25|30|35|40|45|50","","0|0|0|0|0","","","","",1,"163087","1"
"","","","1","UIPVEHeroAppear_img_skill_1002",1,"","300|350|400|450|500|550|600|650|700|750","2","","","35070|35000","0","163311","9200012","163325","skill_icon_1002",9100251,"","300%;0.015|350%;0.03|400%;0.045|450%;0.06|500%;0.075|550%;0.09|600%;0.105|650%;0.12|700%;0.135|750%;0.15","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"35091|35091|35091|35091|35091|35091|35091|35091|35091|35091","","","1","UIPVEHeroAppear_img_skill_1002",0,"","","2","","","35091","0","163314","","163326","skill_icon_1002",9100252,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","2|4|6|8|10|2|4|6|8|10","","0|0|0|0|0","","","","",2,"163087","1"
"40107|40107|40107|40107|40107|40107|40107|40107|40107|40107","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40107","0","163229","","163238","skill_icon_028",9100253,"","3%|6%|9%|12%|15%|18%|21%|24%|27%|30%","10","","","","2|3|4|5","10|15|20|25|30|10|15|20|25|30","","0|0|0|0|0","","","","",2,"163087","1"
"35065|35065|35065|35065|35065|35065|35065|35065|35065|35065","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","VFX_pve_skill_timeline","35065","0","163315","","163321","skill_icon_1004",9100254,"70;100|70;100|70;100|70;100|70;100","3%|6%|9%|12%|15%|18%|21%|24%|27%|30%","10","","","","2|3|4|5","10|15|20|25|30|10|15|20|25|30","","0|0|0|0|0","","","","",16,"163087","1"
"35251|35251|35251|35251|35251|35251|35251|35251|35251|35251","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","VFX_pve_skill_timeline","35251","0","163318","","163327","skill_icon__024",9100255,"","5%|5%|5%|5%|5%|5%|5%|5%|5%|5%","1","","","","2|3|4|5","5|5|5|5|5|5|5|5|5|5","11","0|0|0|0|0","","","","",2,"163088","1"
"40101|40101|40101|40101|40101|40101|40101|40101|40101|40101","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","40101","0","163229","","163235","skill_icon_028",9100032,"","3%|6%|9%|12%|15%|18%|21%|24%|27%|30%","10","","","","2|3|4|5","3|6|9|12|15|18|21|24|27|30","","0|0|0|0|0","","","","",2,"163087","1"
"30170|30170|30170|30170|30170|30170|30170|30170|30170|30170","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30170","0","164013","","164002","skill_icon_011",9100031,"","5|10|15|20|25|30|35|40|45|50","10","","","","2|3|4|5","5|10|15|20|25|30|35|40|45|50","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1003",1,"","300|350|400|450|500|550|600|650|700|750","","","","35070","0","160054","","163005","skill_icon_1003",9100030,"","300%|350%|400%|450%|500%|550%|600%|650%|700%|750%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",9100029,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",2,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","35116","0","160076","","163048","skill_icon_1004",9100028,"","10%|10%|10%|10%|10%|10%|10%|10%|10%|10%","1","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"163087","1"
"","","","1","UIPVEHeroAppear_img_skill_1001",1,"","180|210|240|270|300|330|360|390|420|450","2","","","35070","0","163305","","163005","skill_icon_1001",9100261,"","180%|210%|240%|270%|300%|330%|360%|390%|420%|450%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"30175|30175|30175|30175|30175|30175|30175|30175|30175|30175","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30175","0","163304","","163303","skill_icon_1001",9100262,"","5|10|15|20|25|30|35|40|45|50","10","","","","2|3|4|5","10|20|30|50|90|10|20|30|50|90","","0|0|0|0|0","","","","",1,"163087","1"
"40107|40107|40107|40107|40107|40107|40107|40107|40107|40107","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","40107","0","163227","","163225","skill_icon_028",9100263,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","2|4|6|8|10|2|4|6|8|10","","0|0|0|0|0","","","","",1,"163087","1"
"35094|35094|35094|35094|35094|35094|35094|35094|35094|35094","","","1","UIPVEHeroAppear_img_skill_1003",0,"163305","","2","","VFX_pve_skill_timeline","35094","0","163308","","163264","skill_icon_1003",9100264,"","15%|30%|45%|60%|75%|90%|105%|120%|135%|150%","10","","","","2|3|4|5","30|50|70|100|150|30|50|70|100|150","","0|0|0|0|0","","","","",13,"163087","1"
"35002|35002|35002|35002|35002|35002|35002","","","","",0,"","","","","","35002","0","160156","","160219","skill_icon_1002",103401,"","3|4|5|6|7|8|10","5","","","","","3|4|5|6|7|8|10","","100|200|300|400|500|600|700","","","","",2,"150164","1"
"35002|35002|35002|35002|35002|35002|35002","","","","",0,"","","","","","35002","0","160156","","160219","skill_icon_1002",103402,"","7|9|11|13|15|17|20","5","","","","","7|9|11|13|15|17|20","","100|200|300|400|500|600|700","","","","",2,"150164","1"
"35002|35002|35002|35002|35002|35002|35002","","","","",0,"","","","","","35002","0","160156","","160219","skill_icon_1002",103403,"","10|13|16|19|22|25|30","5","","","","","10|13|16|19|22|25|30","","100|200|300|400|500|600|700","","","","",2,"150164","1"
"31001|31001|31001|31001|31001|31001|31001|31001|31001|31001","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","31001","0","163209","","163215","skill_icon_012",9100020,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","1|2|3|4|5|6|7|8|9|10","","0|0|0|0|0","","","","",1,"163087","1"
"","","","","UIPVEHeroAppear_img_skill_1001",1,"","100|100|100|100|100|100|100|100|100|100","","0.2|0.3|0.4|0.5|0.6","","35246","0","160142","","163274","skill_icon_1001",9100019,"","5%|10%|15%|20%|25%|30%|35%|40%|45%|50%","10","","0","","2|3|4|5","","","0|0|0|0|0","","","","",15,"163087","1"
"35103|35103|35103|35103|35103|35103|35103|35103|35103|35103","","","1","UIPVEHeroAppear_img_skill_1004",0,"","","2","","VFX_pve_skill_timeline","35103","0","163279","","163263","skill_icon_1004",9100018,"","30%|30%|30%|30%|30%|30%|30%|30%|30%|30%","1","","","","2|3|4|5","30|30|30|30|30|30|30|30|30|30","11","0|0|0|0|0","","","","",2,"163088","1"
"","","","1","UIPVEHeroAppear_img_skill_1001",1,"","180|210|240|270|300|330|360|390|420|450","2","","","35070","0","163306","","163005","skill_icon_1001",9100271,"","180%|210%|240%|270%|300%|330%|360%|390%|420%|450%","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",11,"150165","1"
"30109|30109|30109|30109|30109|30109|30109|30109|30109|30109","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","30109","0","164008","","164005","skill_icon_007",9100272,"","7.5%|15%|22.5%|30%|37.5%|45%|52.5%|60%|67.5%|75%","10","","","","2|3|4|5","15|30|45|60|75|15|30|45|60|75","","0|0|0|0|0","","","","",1,"163087","1"
"31001|31001|31001|31001|31001|31001|31001|31001|31001|31001","","","","UIPVEHeroAppear_img_skill_1003",0,"","","","","","31001","0","163212","","163215","skill_icon_015",9100273,"","2%|4%|6%|8%|10%|12%|14%|16%|18%|20%","10","","","","2|3|4|5","5|7|10|15|20|5|7|10|15|20","","0|0|0|0|0","","","","",1,"163087","1"
"","","","1","UIPVEHeroAppear_img_skill_1003",0,"163306","","2","","VFX_pve_skill_timeline","35000","0","163309","","163257","skill_icon_031",9100274,"","1.5%|3%|4.5%|6%|7.5%|9%|10.5%|12%|13.5%|15%","10","","","","2|3|4|5","","","0|0|0|0|0","","","600045","",11,"150165","1"
"","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","","0","","","","skill_icon_1001",9100013,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","","UIPVEHeroAppear_img_skill_1004",0,"","","","","","","0","","","","skill_icon_1004",9100012,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","",1,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","200|230|260|290|320|350|380|410|440|470","2","","","","0","160080","","","skill_icon_1004",9100011,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/scene/VFX_Longjuanfeng.prefab",11,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","130|150|170|190|210|230|250|270|290|310","2","","","","0","160080","","","skill_icon_1004",9100010,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/scene/VFX_Longjuanfeng.prefab",11,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","120|130|140|150|160|170|180|190|200|210","2","","","","0","160080","","","skill_icon_1004",9100009,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/scene/VFX_Longjuanfeng.prefab",11,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1004",1,"","110|120|130|140|150|160|170|180|190|200","2","","","","0","160080","","","skill_icon_1004",9100008,"","","10","","","","2|3|4|5","","","0|0|0|0|0","","","","Assets/_Art/Effect/prefab/scene/VFX_Longjuanfeng.prefab",11,"","1"
"","","","1","UIPVEHeroAppear_img_skill_1003",0,"","","2","","VFX_pve_skill_timeline","35064","0","163307","","163248","skill_icon_1003",9100281,"","1%|2%|3%|4%|5%|6%|7%|8%|9%|10%","10","","","","2|3|4|5","","","0|0|0|0|0","","","600044","",11,"150165","1"
"35109;40010|35109;40010|35109;40010|35109;40010|35109;40010|35109;40010|35109;40010|35109;40010|35109;40010|35109;40010","","","","UIPVEHeroAppear_img_skill_1001",0,"","","","","","35109|40010","0","163255","","163252","skill_icon_035",9100282,"","5%;10%|10%;20%|15%;30%|20%;40%|25%;50%|30%;10%|35%;20%|40%;30%|45%;40%|50%;50%","10","","","","2|3|4|5","10;10|20;20|30;30|40;40|50;50|10;10|20;20|30;30|40;40|50;50","","0|0|0|0|0","","","","",2,"163087","1"
